Identifier Recorder initialized, 2018-04-03#06.43.38PM
        
        
    original_test50.xml    SCRUBBING FILE:
    REGEX:YEAR_CENTURY    >/1998
    REGEX:YEAR_CENTURY    >/2000
    REGEX:YEAR_CENTURY    1998
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    >/2003
    REGEX:YEAR_CENTURY    >/2005
    REGEX:YEAR_CENTURY    >/2005
    REGEX:YEAR_CENTURY    >/2000
    REGEX:YEAR_CENTURY    >/2000
    REGEX:YEAR_CENTURY    >/2000
    REGEX:YEAR_CENTURY    >/2000
    REGEX:YEAR_CENTURY    >/1998
    REGEX:YEAR_CENTURY    1968
    REGEX:YEAR_CENTURY    1994
    REGEX:YEAR_CENTURY    >/1992
    REGEX:YEAR_CENTURY    1992
    REGEX:YEAR_CENTURY    1992
    REGEX:YEAR_CENTURY    >/1993
    REGEX:YEAR_CENTURY    >/1994
    REGEX:YEAR_CENTURY    1989
    REGEX:YEAR_CENTURY    >/1992
    REGEX:YEAR_CENTURY    >/1992
    REGEX:YEAR_CENTURY    >/1993
    REGEX:YEAR_CENTURY    >/1993
    REGEX:YEAR_CENTURY    >/1993
    REGEX:YEAR_CENTURY    1993
    REGEX:YEAR_CENTURY    1993
    REGEX:YEAR_CENTURY    >/1994
    REGEX:YEAR_CENTURY    >/1994
    REGEX:YEAR_CENTURY    >/1994
    REGEX:YEAR_CENTURY    >/1994
    REGEX:YEAR_CENTURY    >/1990
    REGEX:YEAR_CENTURY    >/1990
    REGEX:YEAR_CENTURY    >/1990
    REGEX:YEAR_CENTURY    >/1990
    REGEX:YEAR_CENTURY    >/1990
    REGEX:YEAR_CENTURY    1992
    REGEX:YEAR_CENTURY    >/1992
    REGEX:YEAR_CENTURY    >/1992
    REGEX:YEAR_CENTURY    >/1993
    REGEX:YEAR_CENTURY    >/1993
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    >/2000
    REGEX:YEAR_CENTURY    >/2000
    REGEX:YEAR_CENTURY    >/2000
    REGEX:YEAR_CENTURY    >/2001
    REGEX:YEAR_CENTURY    >/2001
    REGEX:YEAR_CENTURY    1987
    REGEX:YEAR_CENTURY    1999
    REGEX:YEAR_CENTURY    >/2001
    REGEX:YEAR_CENTURY    2001
    REGEX:YEAR_CENTURY    >/2001
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    1999
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    1972
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    1998
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    >/2003
    REGEX:YEAR_CENTURY    >/2003
    REGEX:YEAR_CENTURY    >/2003
    REGEX:YEAR_CENTURY    >/2003
    REGEX:YEAR_CENTURY    >/2003
    REGEX:YEAR_CENTURY    >/2003
    REGEX:YEAR_CENTURY    >/2003
    REGEX:YEAR_CENTURY    >/2004
    REGEX:YEAR_CENTURY    >/2004
    REGEX:YEAR_CENTURY    >/2004
    REGEX:YEAR_CENTURY    1947
    REGEX:YEAR_CENTURY    1979
    REGEX:YEAR_CENTURY    1986
    REGEX:YEAR_CENTURY    >/2004
    REGEX:YEAR_CENTURY    >/2004
    REGEX:YEAR_CENTURY    >/2005
    REGEX:YEAR_CENTURY    >/2005
    REGEX:YEAR_CENTURY    >/2005
    REGEX:YEAR_CENTURY    >/2000
    REGEX:YEAR_CENTURY    >/2000
    REGEX:YEAR_CENTURY    >/2000
    REGEX:YEAR_CENTURY    >/1995
    REGEX:YEAR_CENTURY    1984
    REGEX:YEAR_CENTURY    1987
    REGEX:YEAR_CENTURY    1988
    REGEX:YEAR_CENTURY    1992
    REGEX:YEAR_CENTURY    1982
    REGEX:YEAR_CENTURY    >/1992
    REGEX:YEAR_CENTURY    1988
    REGEX:YEAR_CENTURY    >/1997
    REGEX:YEAR_CENTURY    1997
    REGEX:YEAR_CENTURY    1996
    REGEX:YEAR_CENTURY    1997
    REGEX:YEAR_CENTURY    1997
    REGEX:YEAR_CENTURY    >/2004
    REGEX:YEAR_CENTURY    >/2004
    REGEX:YEAR_CENTURY    1987
    REGEX:YEAR_CENTURY    1987
    REGEX:YEAR_CENTURY    >/1991
    REGEX:YEAR_CENTURY    1991
    REGEX:YEAR_CENTURY    >/1997
    REGEX:YEAR_CENTURY    >/1997
    REGEX:YEAR_CENTURY    >/2001
    REGEX:YEAR_CENTURY    >/2001
    REGEX:YEAR_CENTURY    >/2001
    REGEX:YEAR_CENTURY    >/1994
    REGEX:YEAR_CENTURY    >/1994
    REGEX:YEAR_CENTURY    >/1994
    REGEX:YEAR_CENTURY    1989
    REGEX:YEAR_CENTURY    >/1991
    REGEX:YEAR_CENTURY    >/1991
    REGEX:YEAR_CENTURY    >/1997
    REGEX:YEAR_CENTURY    >/1999
    REGEX:YEAR_CENTURY    1997
    REGEX:YEAR_CENTURY    1977
    REGEX:YEAR_CENTURY    1987
    REGEX:YEAR_CENTURY    1987
    REGEX:YEAR_CENTURY    >/1997
    REGEX:YEAR_CENTURY    >/1994
    REGEX:YEAR_CENTURY    1988
    REGEX:YEAR_CENTURY    1994
    REGEX:YEAR_CENTURY    >/1996
    REGEX:YEAR_CENTURY    1988
    REGEX:YEAR_CENTURY    >/2004
    REGEX:YEAR_CENTURY    >/2001
    REGEX:YEAR_CENTURY    >/2001
    REGEX:YEAR_CENTURY    2001
    REGEX:YEAR_CENTURY    >/1999
    REGEX:YEAR_CENTURY    >/1996
    REGEX:YEAR_CENTURY    >/1991
    REGEX:YEAR_CENTURY    >/1993
    REGEX:YEAR_CENTURY    1977
    REGEX:YEAR_CENTURY    >/1991
    REGEX:YEAR_CENTURY    >/1991
    REGEX:YEAR_CENTURY    1989
    REGEX:YEAR_CENTURY    1990
    REGEX:YEAR_CENTURY    1990
    REGEX:YEAR_CENTURY    l990
    REGEX:YEAR_CENTURY    >/1991
    REGEX:YEAR_CENTURY    1988
    REGEX:YEAR_CENTURY    >/2001
    REGEX:YEAR_CENTURY    >/1993
    REGEX:YEAR_CENTURY    >/1993
    REGEX:YEAR_CENTURY    >/2000
    REGEX:YEAR_CENTURY    >/2000
    REGEX:YEAR_CENTURY    >/1993
    REGEX:YEAR_CENTURY    >/1996
    REGEX:YEAR_CENTURY    >/2001
    REGEX:YEAR_CENTURY    1996
    REGEX:YEAR_CENTURY    >/2000
    REGEX:YEAR_CENTURY    >/2000
    REGEX:YEAR_CENTURY    >/2000
    REGEX:YEAR_CENTURY    >/2000
    REGEX:YEAR_CENTURY    1997
    REGEX:YEAR_CENTURY    1999
    REGEX:YEAR_CENTURY    1997
    REGEX:YEAR_CENTURY    1997
    REGEX:YEAR_CENTURY    >/1999
    REGEX:YEAR_CENTURY    >/2000
    REGEX:YEAR_CENTURY    >/2000
    REGEX:YEAR_CENTURY    >/1997
    REGEX:YEAR_CENTURY    >/1990
    REGEX:YEAR_CENTURY    1996
    REGEX:YEAR_CENTURY    1997
    REGEX:YEAR_CENTURY    1987
    REGEX:YEAR_CENTURY    >/1995
    REGEX:YEAR_CENTURY    >/1995
    REGEX:YEAR_CENTURY    1993
    REGEX:YEAR_CENTURY    1994
    REGEX:YEAR_CENTURY    1994
    REGEX:YEAR_CENTURY    1993
    REGEX:YEAR_CENTURY    >/1998
    REGEX:YEAR_CENTURY    >/1998
    REGEX:YEAR_CENTURY    >/1998
    REGEX:YEAR_CENTURY    >/1998
    REGEX:YEAR_CENTURY    1991
    REGEX:YEAR_CENTURY    >/2000
    REGEX:YEAR_CENTURY    >/2000
    REGEX:YEAR_CENTURY    1991
    REGEX:YEAR_CENTURY    >/1999
    REGEX:YEAR_CENTURY    >/1999
    REGEX:YEAR_CENTURY    >/1999
    REGEX:YEAR_CENTURY    1991
    REGEX:YEAR_CENTURY    >/2004
    REGEX:YEAR_CENTURY    >/2004
    REGEX:YEAR_CENTURY    >/2004
    REGEX:YEAR_CENTURY    >/2004
    REGEX:YEAR_CENTURY    >/2004
    REGEX:YEAR_CENTURY    >/1996
    REGEX:YEAR_CENTURY    >/1990
    REGEX:YEAR_CENTURY    >/2004
    REGEX:YEAR_CENTURY    >/1990
    REGEX:YEAR_CENTURY    l986
    REGEX:YEAR_CENTURY    l987
    REGEX:YEAR_CENTURY    l987
    REGEX:YEAR_CENTURY    l987
    REGEX:YEAR_CENTURY    l988
    REGEX:YEAR_CENTURY    l989
    REGEX:YEAR_CENTURY    2006</
    REGEX:YEAR_CENTURY    >/1993
    REGEX:YEAR_CENTURY    >/1990
    REGEX:YEAR_CENTURY    l990
    REGEX:YEAR_CENTURY    >/1997
    REGEX:YEAR_CENTURY    1997
    REGEX:YEAR_CENTURY    >/1993
    REGEX:YEAR_CENTURY    >/1990
    REGEX:YEAR_CENTURY    >/1994
    REGEX:YEAR_CENTURY    >/1994
    REGEX:YEAR_CENTURY    1990
    REGEX:YEAR_CENTURY    >/2001
    REGEX:YEAR_CENTURY    >/2001
    REGEX:YEAR_CENTURY    >/2001
    REGEX:YEAR_CENTURY    >/1995
    REGEX:YEAR_CENTURY    >/1990
    REGEX:YEAR_CENTURY    >/1990
    REGEX:YEAR_CENTURY    1991
    REGEX:YEAR_CENTURY    1983
    REGEX:YEAR_CENTURY    1994
    REGEX:YEAR_CENTURY    >/1996
    REGEX:YEAR_CENTURY    >/1996
    REGEX:YEAR_CENTURY    >/1996
    REGEX:YEAR_CENTURY    1996
    REGEX:YEAR_CENTURY    1992
    REGEX:YEAR_CENTURY    1994
    REGEX:YEAR_CENTURY    >/1995
    REGEX:YEAR_CENTURY    1984
    REGEX:YEAR_CENTURY    1984
    REGEX:YEAR_CENTURY    1992
    REGEX:YEAR_CENTURY    1995
    REGEX:YEAR_CENTURY    1995
    REGEX:YEAR_CENTURY    >/1992
    REGEX:YEAR_CENTURY    >/1992
    REGEX:YEAR_CENTURY    1991
    REGEX:YEAR_CENTURY    >/1998
    REGEX:YEAR_CENTURY    >/1998
    REGEX:YEAR_CENTURY    1998
    REGEX:YEAR_CENTURY    >/2004
    REGEX:YEAR_CENTURY    >/1994
    REGEX:YEAR_CENTURY    >/1990
    REGEX:YEAR_CENTURY    >/1990
    REGEX:YEAR_CENTURY    >/1990
    REGEX:YEAR_CENTURY    >/1995
    REGEX:YEAR_CENTURY    1991
    REGEX:YEAR_CENTURY    1992
    REGEX:YEAR_CENTURY    1995
    REGEX:YEAR_CENTURY    1995
    REGEX:YEAR_CENTURY    1995
    REGEX:YEAR_CENTURY    1995
    REGEX:YEAR_CENTURY    1990
    REGEX:YEAR_CENTURY    >/2004
    REGEX:YEAR_CENTURY    1997
    REGEX:YEAR_CENTURY    >/2004
    REGEX:YEAR_CENTURY    >/2004
    REGEX:YEAR_CENTURY    >/1990
    REGEX:YEAR_CENTURY    1989
    REGEX:YEAR_CENTURY    >/1991
    REGEX:YEAR_CENTURY    >/1991
    REGEX:YEAR_CENTURY    1992
    REGEX:YEAR_CENTURY    1995
    REGEX:YEAR_CENTURY    1992
    REGEX:YEAR_CENTURY    >/1997
    REGEX:YEAR_CENTURY    1993
    REGEX:YEAR_CENTURY    >/1996
    REGEX:YEAR_CENTURY    1996
    REGEX:YEAR_CENTURY    1996
    REGEX:YEAR_CENTURY    >/1990
    REGEX:YEAR_CENTURY    >/1990
    REGEX:YEAR_CENTURY    >/1990
    REGEX:YEAR_CENTURY    1988
    REGEX:YEAR_CENTURY    >/1992
    REGEX:YEAR_CENTURY    >/1991
    REGEX:YEAR_CENTURY    2002
    REGEX:YEAR_CENTURY    2002
    REGEX:YEAR_CENTURY    2005
    REGEX:YEAR_CENTURY    1989
    REGEX:YEAR_CENTURY    >/1993
    REGEX:YEAR_CENTURY    1992
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    >/1992
    REGEX:YEAR_CENTURY    1987
    REGEX:YEAR_CENTURY    1995
    REGEX:YEAR_CENTURY    >/1991
    REGEX:YEAR_CENTURY    >/1991
    REGEX:YEAR_CENTURY    >/2000
    REGEX:YEAR_CENTURY    1993
    REGEX:YEAR_CENTURY    2000
    REGEX:YEAR_CENTURY    2000
    REGEX:YEAR_CENTURY    2000
    REGEX:YEAR_CENTURY    2000
    REGEX:YEAR_CENTURY    2000
    REGEX:YEAR_CENTURY    2000
    REGEX:YEAR_CENTURY    >/2000
    REGEX:YEAR_CENTURY    1997
    REGEX:YEAR_CENTURY    1997
    REGEX:YEAR_CENTURY    1997
    REGEX:YEAR_CENTURY    1997
    REGEX:YEAR_CENTURY    1997
    REGEX:YEAR_CENTURY    1997
    REGEX:YEAR_CENTURY    >/1991
    REGEX:YEAR_CENTURY    >/1994
    REGEX:YEAR_CENTURY    >/1994
    REGEX:YEAR_CENTURY    1994
    REGEX:YEAR_CENTURY    1997
    REGEX:YEAR_CENTURY    1994
    REGEX:YEAR_CENTURY    >/1998
    REGEX:YEAR_CENTURY    >/1998
    REGEX:YEAR_CENTURY    >/2003
    REGEX:YEAR_CENTURY    2001
    REGEX:YEAR_CENTURY    2001
    REGEX:YEAR_CENTURY    2002
    REGEX:YEAR_CENTURY    2002
    REGEX:YEAR_CENTURY    >/1996
    REGEX:YEAR_CENTURY    >/1996
    REGEX:YEAR_CENTURY    1967
    REGEX:YEAR_CENTURY    >/2003
    REGEX:YEAR_CENTURY    >/2003
    REGEX:YEAR_CENTURY    >/1991
    REGEX:YEAR_CENTURY    >/1996
    REGEX:YEAR_CENTURY    >/1996
    REGEX:YEAR_CENTURY    >/1998
    REGEX:YEAR_CENTURY    >/1993
    REGEX:YEAR_CENTURY    >/1993
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    1993
    REGEX:YEAR_CENTURY    1988
    REGEX:YEAR_CENTURY    2000
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    >/2003
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    >/1991
    REGEX:YEAR_CENTURY    >/1995
    REGEX:YEAR_CENTURY    1994
    REGEX:YEAR_CENTURY    1994
    REGEX:YEAR_CENTURY    1994
    REGEX:YEAR_CENTURY    >/2005
    REGEX:YEAR_CENTURY    >/2005
    REGEX:YEAR_CENTURY    >/1995
    REGEX:YEAR_CENTURY    1994
    REGEX:YEAR_CENTURY    1994
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    l991
    REGEX:YEAR_CENTURY    l994
    REGEX:YEAR_CENTURY    l994
    REGEX:YEAR_CENTURY    1994
    REGEX:YEAR_CENTURY    l994
    REGEX:YEAR_CENTURY    l994
    REGEX:YEAR_CENTURY    >/1991
    REGEX:YEAR_CENTURY    >/1991
    REGEX:YEAR_CENTURY    >/1991
    REGEX:YEAR_CENTURY    >/1991
    REGEX:YEAR_CENTURY    1983
    REGEX:YEAR_CENTURY    1985
    REGEX:YEAR_CENTURY    >/2000
    REGEX:YEAR_CENTURY    >/1992
    REGEX:YEAR_CENTURY    >/2000
    REGEX:YEAR_CENTURY    >/2000
    REGEX:YEAR_CENTURY    >/1991
    REGEX:YEAR_CENTURY    1985
    REGEX:YEAR_CENTURY    >/1994
    REGEX:YEAR_CENTURY    >/1992
    REGEX:YEAR_CENTURY    >/1992
    REGEX:YEAR_CENTURY    >/1998
    REGEX:YEAR_CENTURY    >/1998
    REGEX:YEAR_CENTURY    >/1998
    REGEX:MONTH    ">October</
    REGEX:MONTH    ">October</
    REGEX:MONTH    ">April</
    REGEX:MONTH    ">March</
    REGEX:MONTH    ">December</
    REGEX:MONTH    ">January</
    REGEX:MONTH    ">June</
    REGEX:MONTH    ">February</
    REGEX:MONTH    ">December</
    REGEX:MONTH    ">July</
    REGEX:MONTH    ">April</
    REGEX:MONTH    ">January</
    REGEX:MONTH    ">October</
    REGEX:MONTH    ">November</
    REGEX:MONTH    ">June</
    REGEX:MONTH    ">July</
    REGEX:MONTH    ">June</
    REGEX:MONTH    ">January</
    REGEX:MONTH    ">August</
    REGEX:MONTH    ">June</
    REGEX:MONTH    ">October</
    REGEX:MONTH    ">February</
    REGEX:MONTH    ">December</
    REGEX:MONTH    ">March</
    REGEX:MONTH    ">April</
    REGEX:MONTH    ">December</
    REGEX:MONTH    ">July</
    REGEX:MONTH    ">September</
    REGEX:MONTH    ">September</
    REGEX:MONTH    ">September</
    REGEX:MONTH    ">November</
    REGEX:MONTH    ">March</
    REGEX:MONTH    ">April</
    REGEX:MONTH    ">June</
    REGEX:MONTH    ">June</
    REGEX:MONTH    ">October</
    REGEX:MONTH    ">July</
    REGEX:MONTH    ">December</
    REGEX:MONTH    ">November</
    REGEX:MONTH    ">June</
    REGEX:MONTH    ">January</
    REGEX:MONTH    ">January</
    REGEX:MONTH    ">August</
    REGEX:MONTH    ">November</
    REGEX:MONTH    ">June</
    REGEX:MONTH    ">October</
    REGEX:MONTH    ">December</
    REGEX:MONTH    ">February</
    REGEX:MONTH    ">December</
    REGEX:MONTH    ">November</
    REGEX:MONTH    ">July</
    REGEX:MONTH    ">December</
    REGEX:MONTH    ">December</
    REGEX:MONTH    ">September</
    REGEX:MONTH    ">April</
    REGEX:MONTH    ">September</
    REGEX:MONTH    ">October</
    REGEX:MONTH    ">January</
    REGEX:MONTH    ">March</
    REGEX:MONTH    ">March</
    REGEX:MONTH    ">March</
    REGEX:MONTH    ">August</
    REGEX:MONTH    ">October</
    REGEX:MONTH    ">October</
    REGEX:MONTH    ">October</
    REGEX:SURGEON8    surgeon using a
    REGEX:CC2    cc in 2.5 cc normal saline q4h prn
    REGEX:CC2    cc p.o. q.2h. , and home O2 two liters via nasal prong with increase to four liters as needed for symptoms p.r.n
    REGEX:CC2    cc swish and swallow q.i.d. , Serax 50 mg p.o. q. 6 hours p.r.n
    REGEX:DOCTOR2    his primary MD
    REGEX:DOCTOR2    forwarded to MD
    REGEX:DOCTOR2    notified by MD
    REGEX:ADDRESS2    :00 AM
MEDIASTINAL ADENOPATHY RT. LUNG MASS
DIS
<PHI TYPE="
    REGEX:ADDRESS6    >-90 and EKG changes with ST 
    REGEX:ADDRESS7    1. DR
    REGEX:ADDRESS7    10am  <PHI TYPE="DATEPHI>/02 scheduled , Dr
    REGEX:ADDRESS7    80 mg per meter square
    REGEX:ADDRESS7    >/92
Dr
    REGEX:ADDRESS7    >/92
DR
    REGEX:ADDRESS7    ">05-01</PHI>-92 she was taken to the operating room at which time she underwent an aortic valve replacement with a # 19 St
    REGEX:ADDRESS7    0.25 mg p.o. daily ; Ecotrin one tab p.o. daily ; captopril 12.5 mg p.o. t.i.d. ; Percocet 1-2 tabs p.o. q4-6h p.r.n. pain .
Dr
    REGEX:ADDRESS7    >/92
Dr
    REGEX:ADDRESS7    2. The patient will have follow-up with Dr
    REGEX:ADDRESS7    125 at 440 and came to Dr
    REGEX:ADDRESS7    ">25th</PHI> , as well as three times a week in the following week , and follow-up with Dr
    REGEX:ADDRESS7    >/76 by Dr
    REGEX:ADDRESS7    2. DR
    REGEX:ADDRESS7    1. laparoscopic cholecystectomy <PHI TYPE="DATE">03</PHI>/93 by Dr
    REGEX:ADDRESS7    >/95
Dr
    REGEX:ADDRESS7    >/96 , the patient had a hypotensive bradycardic arrest at the end of a dialysis run
    REGEX:ADDRESS7    1. The patient is to follow up with PCP , Dr
    REGEX:ADDRESS7    1-mm of ST
    REGEX:ADDRESS7    >/96 by Dr
    REGEX:ADDRESS7    >/04 <PHI TYPE="DOCTOR">CUCHDRIG , VATA TOLA</PHI> , M.D. , PH.D. THORASCOPIC PLACEMENT LT PLEUREX CATH REM RT
    REGEX:ADDRESS7    .5 endotracheal tube .
Dr
    REGEX:ADDRESS7    3-0 Shiley in place
    REGEX:ADDRESS7    >/93
Dr
    REGEX:ADDRESS7    >/98 , during which the bowel was run
    REGEX:ADDRESS7    >/95
Dr
    REGEX:ADDRESS7    1. DR
    REGEX:ADDRESS7    12 h. as well as IV steroids for the first 24 hours consisting of Decadron 8 mg q. 8 h. X 3 doses in addition to 10 mg that she received in the Emergency Room on the way
    REGEX:ADDRESS7    5-15 mg po q a.m. and 0-10 mg po q p.m. , depending on amount of oral intake ; Celesone 1tablets po q day , Tagamet 400 mg PO b.i.d. , ofloxacin 400 mg PO b.i.d. , CZI sliding scale which will not be continued on discharge , and Flagyl 500 mg PO t.i.d. for a total of
DR
    REGEX:ADDRESS7    6 square
    REGEX:ADDRESS7    >/91 , where he underwent a #21 St
    REGEX:ADDRESS7    30% , per Dr
    REGEX:ADDRESS8    .3 .
The
    REGEX:ADDRESS8    22 .
His
    REGEX:ADDRESS8    6 .
He
    REGEX:ADDRESS8    .48 .
The
    REGEX:ADDRESS8    74 .
prothrombin
    REGEX:ADDRESS8    35 .
HOSPITAL
    REGEX:ADDRESS8    >/02 .
The
    REGEX:ADDRESS8    18 .
Pupils
    REGEX:ADDRESS8    +/5 .
The
    REGEX:ADDRESS8    >/02 .
No
    REGEX:ADDRESS8    >/98 .
He
    REGEX:ADDRESS8    >/02 .
Recent
    REGEX:ADDRESS8    169 .
Complete
    REGEX:ADDRESS8    78 .
His
    REGEX:ADDRESS8    .6 .
She
    REGEX:ADDRESS8    .9 .
Peripheral
    REGEX:ADDRESS8    200 .
Her
    REGEX:ADDRESS8    14 .
Cardiovascular
    REGEX:ADDRESS8    1 .
On
    REGEX:ADDRESS8    /90 .
There
    REGEX:ADDRESS8    ,000 .
EKG
    REGEX:ADDRESS8    .4 .
SKIN
    REGEX:ADDRESS8    20 .
Her
    REGEX:ADDRESS8    /60 .
It
    REGEX:ADDRESS8    ,000 .
The
    REGEX:ADDRESS8    .4 .
He
    REGEX:ADDRESS8    53 .
He
    REGEX:ADDRESS8    60 .
At
    REGEX:ADDRESS8    10 .
Left
    REGEX:ADDRESS8    75 .
The
    REGEX:ADDRESS8    3 .
He
    REGEX:ADDRESS8    -16 .
She
    REGEX:ADDRESS8    >-93 .
The
    REGEX:ADDRESS8    >-93 .
She
    REGEX:ADDRESS8    >-93 .
She
    REGEX:ADDRESS8    ,000 .
He
    REGEX:ADDRESS8    ,000 .
HOSPITAL
    REGEX:ADDRESS8    >/00 .
Dictated
    REGEX:ADDRESS8    6 .
HIS
    REGEX:ADDRESS8    .0 .
FOLLOW
    REGEX:ADDRESS8    >/02 .
The
    REGEX:ADDRESS8    >/02 .
He
    REGEX:ADDRESS8    5 .
Lower
    REGEX:ADDRESS8    .5 .
Aspirin
    REGEX:ADDRESS8    28 .
HEENT
    REGEX:ADDRESS8    3 .
Cranial
    REGEX:ADDRESS8    0 .
Small
    REGEX:ADDRESS8    50 .
Normal
    REGEX:ADDRESS8    64 .
The
    REGEX:ADDRESS8    .0 .
Low
    REGEX:ADDRESS8    .0 .
Need
    REGEX:ADDRESS8    .7 .
HOSPITAL
    REGEX:ADDRESS8    .3 .
She
    REGEX:ADDRESS8    02 s 96
    REGEX:ADDRESS8    .5 .
The
    REGEX:ADDRESS8    ,000 .
The
    REGEX:ADDRESS8    48 .
Work
    REGEX:ADDRESS8    .0 .
No
    REGEX:ADDRESS8    >/03 .
The
    REGEX:ADDRESS8    .1 .
PAST
    REGEX:ADDRESS8    >/03 .
Once
    REGEX:ADDRESS8    >/03 .
The
    REGEX:ADDRESS8    20 .
Saturation
    REGEX:ADDRESS8    360 .
He
    REGEX:ADDRESS8    130 .
This
    REGEX:ADDRESS8    160 .
Therefore
    REGEX:ADDRESS8    65 .
On
    REGEX:ADDRESS8    .0 .
We
    REGEX:ADDRESS8    96 .
Neck
    REGEX:ADDRESS8    :1 .
Non
    REGEX:ADDRESS8    2 .
The
    REGEX:ADDRESS8    >/97 .
Laser
    REGEX:ADDRESS8    30 .
After
    REGEX:ADDRESS8    461 .
GI
    REGEX:ADDRESS8    >/97 .
The
    REGEX:ADDRESS8    .03 .
The
    REGEX:ADDRESS8    .9 .
FEN
    REGEX:ADDRESS8    /64 .
Pulse
    REGEX:ADDRESS8    82 .
Skin
    REGEX:ADDRESS8    286 .
LDH
    REGEX:ADDRESS8    806 .
Calcium
    REGEX:ADDRESS8    .8 .
Hematocrit
    REGEX:ADDRESS8    .6 .
PT
    REGEX:ADDRESS8    .2 .
The
    REGEX:ADDRESS8    805 .
The
    REGEX:ADDRESS8    89 .
Her
    REGEX:ADDRESS8    394 .
Her
    REGEX:ADDRESS8    1514 .
Total
    REGEX:ADDRESS8    .1 .
Albumin
    REGEX:ADDRESS8    .3 .
Calcium
    REGEX:ADDRESS8    .1 .
Hematocrit
    REGEX:ADDRESS8    .5 .
White
    REGEX:ADDRESS8    .89 .
PT
    REGEX:ADDRESS8    .9 .
MEDICATIONS
    REGEX:ADDRESS8    102 .
She
    REGEX:ADDRESS8    3 .
A
    REGEX:ADDRESS8    10 .
She
    REGEX:ADDRESS8    74 .
There
    REGEX:ADDRESS8    70 .
Jugular
    REGEX:ADDRESS8    20 .
She
    REGEX:ADDRESS8    12 .
She
    REGEX:ADDRESS8    >/94 .
The
    REGEX:ADDRESS8    72 .
Normal
    REGEX:ADDRESS8    103 .
Creatinine
    REGEX:ADDRESS8    .2 .
White
    REGEX:ADDRESS8    .7 .
Hematocrit
    REGEX:ADDRESS8    .9 .
MCV
    REGEX:ADDRESS8    82 .
CK
    REGEX:ADDRESS8    137 .
Urinalysis
    REGEX:ADDRESS8    74 .
The
    REGEX:ADDRESS8    101 .
SKIN
    REGEX:ADDRESS8    >/91 .
On
    REGEX:ADDRESS8    >/91 .
The
    REGEX:ADDRESS8    >/91 .
These
    REGEX:ADDRESS8    >/91 .
Patient
    REGEX:ADDRESS8    35 .
AST
    REGEX:ADDRESS8    454 .
The
    REGEX:ADDRESS8    55 .
Her
    REGEX:ADDRESS8    270 .
BUN
    REGEX:ADDRESS8    104 .
A
    REGEX:ADDRESS8    30 .
Her
    REGEX:ADDRESS8    .4 .
Her
    REGEX:ADDRESS8    .2 .
At
    REGEX:ADDRESS8    32 .
She
    REGEX:ADDRESS8    388 .
She
    REGEX:ADDRESS8    .3 .
Her
    REGEX:ADDRESS8    55 .
HOSPITAL
    REGEX:ADDRESS8    80 .
The
    REGEX:ADDRESS8    124 .
The
    REGEX:ADDRESS8    37 .
The
    REGEX:ADDRESS8    .4 .
The
    REGEX:ADDRESS8    ,000 .
BUN
    REGEX:ADDRESS8    .4 .
EKG
    REGEX:ADDRESS8    10 .
Cardiac
    REGEX:ADDRESS8    .7 .
SVR
    REGEX:ADDRESS8    943 .
The
    REGEX:ADDRESS8    >/92 .
It
    REGEX:ADDRESS8    >-96 .
HISTORY
    REGEX:ADDRESS8    18 .
Neck
    REGEX:ADDRESS8    .5 .
She
    REGEX:ADDRESS8    >/95 .
Thispresents
    REGEX:ADDRESS8    .8 .
TR
    REGEX:ADDRESS8    >/99 .
Head
    REGEX:ADDRESS8    >/92 .
REVIEW
    REGEX:ADDRESS8    453 .
Head
    REGEX:ADDRESS8    101 .
PT
    REGEX:ADDRESS8    .6 .
Urinalysis
    REGEX:ADDRESS8    ,000 .
PT
    REGEX:ADDRESS8    .0 .
The
    REGEX:ADDRESS8    45 .
The
    REGEX:ADDRESS8    .2 .
